index,season,date,matchday,referee,stadium_name,attendance,h_team,a_team,h_result,a_result,h_points,a_points,h_goals,a_goals,h_ht_goals,a_ht_goals,a_possession,h_possession,h_fouls,a_fouls,h_red,a_red,h_yellow,a_yellow,h_corners,a_corners,h_odds,draw_odds,a_odds,h_pre_xg,a_pre_xg,h_xg,a_xg,h_shots_on,a_shots_on,h_shots_off,a_shots_off,h_total_shots,a_total_shots,gps,lon,lat,reg,city
1385,19-20,Sep 15 2019,9,Jakob Kehlet,Brondby Stadion (Brondby),14648,Brondby,Nordsjaelland,Won,Lost,3,0,4,2,2,0,49,51,8,5,0,0,2,2,5,10,2.05,3.95,3.1,1.63,1.62,1.49,2.07,6,10,6,6,12,16,"[55.6480283, 12.4154952, 'Region Hovedstaden']",55.6480283,12.4154952,Region Hovedstaden,Brondby Kommune
1386,19-20,Sep 16 2019,9,Benjamin Willaume-Jantzen,JYSK park (Silkeborg),3502,Silkeborg,OB,Lost,Won,0,3,0,3,0,2,58,42,12,7,0,0,3,1,4,4,3.85,4.05,1.8,1.44,1.34,0.91,2.61,3,9,4,15,7,24,"[56.184187, 9.5751522579733, 'Region Midtjylland']",56.184187,9.575152258,Region Midtjylland,Silkeborg
1387,19-20,Sep 20 2019,10,Mikkel Redder,Nature Energy Park (Odense),10441,OB,AGF,Lost,Won,0,3,1,2,0,1,30,70,5,12,0,0,0,4,3,2,2.26,3.4,3.2,1.8,1.3,1.42,1.2,2,4,11,7,13,11,"[55.397745, 10.35022492586062, 'Region Syddanmark']",55.397745,10.35022493,Region Syddanmark,Odense
1388,19-20,Sep 22 2019,10,Aydin Uslu,DS Arena (Hobro),2453,Hobro,Sonderjyske,Draw,Draw,1,1,1,1,0,1,52,48,18,16,0,0,3,3,5,8,2.75,3.3,2.5,1.21,1.43,1.58,1.39,3,4,14,9,17,13,"[56.633153750000005, 9.817017587976746, 'Region Nordjylland']",56.63315375,9.817017588,Region Nordjylland,Hobro
1389,19-20,Sep 22 2019,10,Morten Krogh,Right to Dream Park (Farum),3031,Nordsjaelland,AaB,Won,Lost,3,0,2,1,2,0,46,54,9,4,0,0,1,1,8,1,2.25,3.6,2.95,1.55,1.45,2.08,2.14,7,10,10,8,17,18,"[55.81619865, 12.353032590985052, 'Region Hovedstaden']",55.81619865,12.35303259,Region Hovedstaden,Farum
1390,19-20,Sep 22 2019,10,JÂorgen Daugbjerg Burchardt,JYSK park (Silkeborg),2452,Silkeborg,Lyngby,Lost,Won,0,3,2,3,2,1,41,59,16,8,0,0,1,0,4,9,2.3,3.5,2.95,1.31,0.87,1.41,2.41,4,10,9,11,13,21,"[56.184187, 9.5751522579733, 'Region Midtjylland']",56.184187,9.575152258,Region Midtjylland,Silkeborg
1391,19-20,Sep 22 2019,10,Michael Tykgaard,Blue Water Arena (Esbjerg),5907,Esbjerg,Brondby,Won,Lost,3,0,3,1,2,1,67,33,9,12,0,0,1,1,5,6,3.85,3.8,1.87,1.34,1.38,1.33,1.37,6,3,4,9,10,12,"[55.48194305, 8.438397123328269, 'Region Syddanmark']",55.48194305,8.438397123,Region Syddanmark,Esbjerg
1392,19-20,Sep 22 2019,10,Jakob Kehlet,Telia Parken (Kobenhavn),24464,Kobenhavn,Midtjylland,Draw,Draw,1,1,0,0,0,0,44,56,12,19,0,1,2,4,6,8,2.4,3.2,2.95,1.64,1.57,1.25,1.78,2,4,9,15,11,19,"[55.70270425, 12.572263776860414, 'Region Hovedstaden']",55.70270425,12.57226378,Region Hovedstaden,Kobenhavn
1393,19-20,Sep 23 2019,10,Sandi Putros,Cepheus Park Randers (Randers),3379,Randers,Horsens,Won,Lost,3,0,2,1,2,1,53,47,14,8,0,1,2,1,3,3,1.87,3.5,4,1.49,1.49,1.13,1.44,4,3,5,10,9,13,"[56.46607165, 10.010154126188361, 'Region Midtjylland']",56.46607165,10.01015413,Region Midtjylland,Randers
1394,19-20,Sep 27 2019,11,Jakob A. Sundberg,Lyngby Stadion (Lyngby),3093,Lyngby,Hobro,Won,Lost,3,0,2,1,1,0,49,51,12,10,0,0,2,3,4,7,1.95,3.5,3.95,1.21,1.08,1.36,1.23,4,4,8,7,12,11,"[55.7813228, 12.505714505112913, 'Region Hovedstaden']",55.7813228,12.50571451,Region Hovedstaden,Kongens Lyngby
1395,19-20,Sep 28 2019,11,Mads-Kristoffer Kristoffersen,Telia Parken (Kobenhavn),18393,Kobenhavn,Silkeborg,Won,Lost,3,0,4,2,4,0,40,60,7,10,0,0,0,0,1,3,1.18,7.5,14.5,1.54,0.92,1.47,1.17,5,5,5,5,10,10,"[55.70270425, 12.572263776860414, 'Region Hovedstaden']",55.70270425,12.57226378,Region Hovedstaden,Kobenhavn
1396,19-20,Sep 29 2019,11,Benjamin Willaume-Jantzen,Ceres Park (Aarhus),9149,AGF,Nordsjaelland,Won,Lost,3,0,3,1,1,1,60,40,6,13,0,0,3,2,4,4,2.25,3.7,3,1.64,1.71,1.61,1.85,4,6,12,9,16,15,"[56.1327356, 10.196762, 'Region Midtjylland']",56.1327356,10.196762,Region Midtjylland,Aarhus
1397,19-20,Sep 29 2019,11,Peter KjÂaersgaard-Andersen,Aalborg Portland Park (Aalborg),5083,AaB,Randers,Lost,Won,0,3,0,3,0,1,41,59,12,18,0,0,3,3,8,4,2,3.65,3.6,1.54,1.55,1.49,1.89,4,8,8,9,12,17,"[57.05203525, 9.898599342025985, 'Region Nordjylland']",57.05203525,9.898599342,Region Nordjylland,Aalborg
1398,19-20,Sep 29 2019,11,Jens Maae,MCH Arena (Herning),8618,Midtjylland,OB,Lost,Won,0,3,0,1,0,0,37,63,8,9,0,0,2,3,6,4,1.59,4.05,5.7,1.57,1.6,2.18,0.71,6,2,13,4,19,6,"[56.1169164, 8.951716477487706, 'Region Midtjylland']",56.1169164,8.951716477,Region Midtjylland,Herning
1399,19-20,Sep 29 2019,11,Anders Poulsen,Sydbank Park (Haderslev),6067,Sonderjyske,Brondby,Won,Lost,3,0,2,1,1,0,61,39,9,9,0,0,3,1,10,7,2.85,3.65,2.3,1.33,1.37,2.02,1.48,6,5,16,8,22,13,"[55.2613291, 9.487707200000001, 'Region Syddanmark']",55.2613291,9.4877072,Region Syddanmark,Haderslev
1400,19-20,Sep 30 2019,11,Jakob Kehlet,CASA Arena Horsens (Horsens),1954,Horsens,Esbjerg,Draw,Draw,1,1,1,1,1,0,51,49,11,11,0,0,3,2,1,4,2.9,3.1,2.5,1.19,1.14,1.3,1.8,4,6,6,8,10,14,"[55.87177805, 9.8575207272862, 'Region Midtjylland']",55.87177805,9.857520727,Region Midtjylland,Horsens
1401,19-20,Oct 04 2019,12,Mikkel Redder,Right to Dream Park (Farum),3090,Nordsjaelland,Lyngby,Draw,Draw,1,1,1,1,1,0,48,52,10,7,0,0,2,2,5,3,1.31,5.85,7.75,1.66,1.18,2.41,1.18,8,5,14,4,22,9,"[55.81619865, 12.353032590985052, 'Region Hovedstaden']",55.81619865,12.35303259,Region Hovedstaden,Farum
1402,19-20,Oct 05 2019,12,Benjamin Willaume-Jantzen,DS Arena (Hobro),2734,Hobro,AaB,Lost,Won,0,3,0,2,0,1,64,36,11,10,0,0,2,2,4,3,4,3.6,1.87,1.27,1.57,0.97,1.5,2,4,6,8,8,12,"[56.633153750000005, 9.817017587976746, 'Region Nordjylland']",56.63315375,9.817017588,Region Nordjylland,Hobro
1403,19-20,Oct 06 2019,12,Sandi Putros,Blue Water Arena (Esbjerg),3718,Esbjerg,Sonderjyske,Lost,Won,0,3,1,2,0,0,48,52,11,11,0,0,4,1,1,5,2.7,3.15,2.65,1.34,1.42,1.37,1.37,4,3,8,10,12,13,"[55.48194305, 8.438397123328269, 'Region Syddanmark']",55.48194305,8.438397123,Region Syddanmark,Esbjerg
1404,19-20,Oct 06 2019,12,JÂorgen Daugbjerg Burchardt,Brondby Stadion (Brondby),21746,Brondby,Kobenhavn,Won,Lost,3,0,3,1,2,1,57,43,17,19,0,1,3,3,4,1,2.85,3.4,2.4,1.6,1.7,1.35,1.14,5,4,7,4,12,8,"[55.6480283, 12.4154952, 'Region Hovedstaden']",55.6480283,12.4154952,Region Hovedstaden,Brondby Kommune
1405,19-20,Oct 06 2019,12,Peter KjÂaersgaard-Andersen,Nature Energy Park (Odense),6442,OB,Horsens,Won,Lost,3,0,3,0,2,0,59,41,6,9,1,0,0,3,1,8,1.65,3.8,5.15,1.72,1.48,1.31,1.8,6,6,6,8,12,14,"[55.397745, 10.35022492586062, 'Region Syddanmark']",55.397745,10.35022493,Region Syddanmark,Odense
1406,19-20,Oct 06 2019,12,,Cepheus Park Randers (Randers),9748,Randers,AGF,Won,Lost,3,0,2,0,0,0,61,39,14,14,0,0,5,2,2,5,2.8,3.25,2.5,1.42,1.28,0.69,0.95,3,4,3,2,6,6,"[56.46607165, 10.010154126188361, 'Region Midtjylland']",56.46607165,10.01015413,Region Midtjylland,Randers
1407,19-20,Oct 06 2019,12,Jakob Kehlet,JYSK park (Silkeborg),4773,Silkeborg,Midtjylland,Lost,Won,0,3,1,2,0,1,54,46,8,5,0,0,2,1,1,9,8.25,5.65,1.31,1.33,1.61,1.22,2.87,4,10,6,13,10,23,"[56.184187, 9.5751522579733, 'Region Midtjylland']",56.184187,9.575152258,Region Midtjylland,Silkeborg
1408,19-20,Oct 18 2019,13,Sandi Putros,Aalborg Portland Park (Aalborg),6086,AaB,OB,Won,Lost,3,0,1,0,1,0,54,46,14,13,0,0,3,2,2,6,2.3,3.45,2.95,1.53,1.45,1.22,1.94,3,7,9,12,12,19,"[57.05203525, 9.898599342025985, 'Region Nordjylland']",57.05203525,9.898599342,Region Nordjylland,Aalborg
1409,19-20,Oct 20 2019,13,Jakob A. Sundberg,CASA Arena Horsens (Horsens),2241,Horsens,Hobro,Won,Lost,3,0,1,0,0,0,49,51,7,6,1,0,0,0,6,5,2.15,3.1,3.7,1.21,1.11,1.7,1.13,3,4,13,5,16,9,"[55.87177805, 9.8575207272862, 'Region Midtjylland']",55.87177805,9.857520727,Region Midtjylland,Horsens
1410,19-20,Oct 20 2019,13,JÂorgen Daugbjerg Burchardt,Sydbank Park (Haderslev),4863,Sonderjyske,Nordsjaelland,Lost,Won,0,3,1,4,1,1,55,45,7,8,0,0,1,1,8,5,2.45,3.75,2.55,1.45,1.74,1.98,1.69,4,7,16,7,20,14,"[55.2613291, 9.487707200000001, 'Region Syddanmark']",55.2613291,9.4877072,Region Syddanmark,Haderslev
1411,19-20,Oct 20 2019,13,Aydin Uslu,Ceres Park & Arena (Aarhus),22175,AGF,Silkeborg,Lost,Won,0,3,3,4,2,2,53,47,8,1,0,0,0,0,11,2,1.36,5.2,7.5,1.63,0.96,2.64,1.54,10,8,14,5,24,13,"[56.1316074, 10.19619137741853, 'Region Midtjylland']",56.1316074,10.19619138,Region Midtjylland,Aarhus
1412,19-20,Oct 20 2019,13,Mikkel Redder,Telia Parken (Kobenhavn),13872,Kobenhavn,Esbjerg,Won,Lost,3,0,3,1,1,0,48,52,8,5,0,0,1,1,4,7,1.43,4.35,7,1.53,1.27,1.25,1.48,4,2,4,14,8,16,"[55.70270425, 12.572263776860414, 'Region Hovedstaden']",55.70270425,12.57226378,Region Hovedstaden,Kobenhavn
1413,19-20,Oct 20 2019,13,Mads-Kristoffer Kristoffersen,Lyngby Stadion (Lyngby),8547,Lyngby,Brondby,Lost,Won,0,3,0,3,0,1,57,43,13,10,0,0,1,1,1,2,4.35,4.35,1.67,1.24,1.4,1.44,1.37,4,5,11,7,15,12,"[55.7813228, 12.505714505112913, 'Region Hovedstaden']",55.7813228,12.50571451,Region Hovedstaden,Kongens Lyngby
1414,19-20,Oct 21 2019,13,Jakob Kehlet,MCH Arena (Herning),7140,Midtjylland,Randers,Won,Lost,3,0,2,1,0,0,39,61,15,14,0,0,1,2,6,4,1.51,4.15,6.1,1.67,1.6,1.6,1.07,6,4,7,4,13,8,"[56.1169164, 8.951716477487706, 'Region Midtjylland']",56.1169164,8.951716477,Region Midtjylland,Herning
1415,19-20,Oct 25 2019,14,Peter KjÂaersgaard-Andersen,Blue Water Arena (Esbjerg),4637,Esbjerg,Midtjylland,Lost,Won,0,3,1,2,0,0,63,37,14,5,0,0,3,3,5,6,4.5,3.55,1.77,1.34,1.82,0.86,1.77,3,6,4,10,7,16,"[55.48194305, 8.438397123328269, 'Region Syddanmark']",55.48194305,8.438397123,Region Syddanmark,Esbjerg
1416,19-20,Oct 27 2019,14,Anders Poulsen,DS Arena (Hobro),1970,Hobro,Silkeborg,Draw,Draw,1,1,1,1,1,1,55,45,9,8,0,0,2,2,4,3,1.95,3.65,3.55,1.23,1.05,1.53,1.73,4,7,8,7,12,14,"[56.633153750000005, 9.817017587976746, 'Region Nordjylland']",56.63315375,9.817017588,Region Nordjylland,Hobro
1417,19-20,Oct 27 2019,14,Jakob A. Sundberg,Nature Energy Park (Odense),5915,OB,Nordsjaelland,Won,Lost,3,0,3,1,2,0,57,43,6,11,0,1,1,2,4,6,2.55,3.55,2.55,1.65,1.73,1.83,1.4,10,3,5,11,15,14,"[55.397745, 10.35022492586062, 'Region Syddanmark']",55.397745,10.35022493,Region Syddanmark,Odense
1418,19-20,Oct 27 2019,14,Benjamin Willaume-Jantzen,Lyngby Stadion (Lyngby),2907,Lyngby,Horsens,Won,Lost,3,0,2,1,0,1,28,72,10,12,0,1,3,2,6,5,2.6,3.15,2.75,1.27,1.54,3,1.27,8,5,18,6,26,11,"[55.7813228, 12.505714505112913, 'Region Hovedstaden']",55.7813228,12.50571451,Region Hovedstaden,Kongens Lyngby
1419,19-20,Oct 27 2019,14,Jens Maae,Brondby Stadion (Brondby),17558,Brondby,Randers,Won,Lost,3,0,5,2,3,2,28,72,9,7,1,1,1,4,1,2,1.91,3.6,3.7,1.57,1.53,2.15,1.11,9,6,7,2,16,8,"[55.6480283, 12.4154952, 'Region Hovedstaden']",55.6480283,12.4154952,Region Hovedstaden,Brondby Kommune
1420,19-20,Oct 27 2019,14,JÂorgen Daugbjerg Burchardt,Sydbank Park (Haderslev),3843,Sonderjyske,AaB,Lost,Won,0,3,1,3,1,0,50,50,13,11,0,0,3,2,7,5,2.65,3.35,2.55,1.52,1.56,1.92,1.81,5,8,14,8,19,16,"[55.2613291, 9.487707200000001, 'Region Syddanmark']",55.2613291,9.4877072,Region Syddanmark,Haderslev
1421,19-20,Oct 28 2019,14,Mads-Kristoffer Kristoffersen,Ceres Park & Arena (Aarhus),13884,AGF,Kobenhavn,Lost,Won,0,3,1,2,0,1,53,47,20,12,0,0,4,1,8,0,3.05,3.3,2.34,1.8,1.62,1.75,1.21,6,5,10,5,16,10,"[56.1316074, 10.19619137741853, 'Region Midtjylland']",56.1316074,10.19619138,Region Midtjylland,Aarhus
1422,19-20,Nov 01 2019,15,Aydin Uslu,Blue Water Arena (Esbjerg),3164,Esbjerg,Horsens,Draw,Draw,1,1,1,1,1,1,50,50,14,11,0,0,0,0,3,4,1.95,3.35,4,1.28,1.5,1.17,1.75,4,3,6,13,10,16,"[55.48194305, 8.438397123328269, 'Region Syddanmark']",55.48194305,8.438397123,Region Syddanmark,Esbjerg
1423,19-20,Nov 03 2019,15,Mikkel Redder,Cepheus Park Randers (Randers),2909,Randers,Lyngby,Won,Lost,3,0,2,1,1,0,51,49,13,4,0,0,4,3,2,4,1.74,3.8,4.5,1.3,1.18,2.03,1.82,6,6,14,9,20,15,"[56.46607165, 10.010154126188361, 'Region Midtjylland']",56.46607165,10.01015413,Region Midtjylland,Randers
1424,19-20,Nov 03 2019,15,JÂorgen Daugbjerg Burchardt,Nature Energy Park (Odense),6237,OB,Hobro,Won,Lost,3,0,2,1,2,1,47,53,14,12,0,0,1,2,3,3,1.47,4.25,6.65,1.68,1.11,0.98,1.27,4,4,2,7,6,11,"[55.397745, 10.35022492586062, 'Region Syddanmark']",55.397745,10.35022493,Region Syddanmark,Odense
1425,19-20,Nov 03 2019,15,Sandi Putros,Right to Dream Park (Farum),3230,Nordsjaelland,AGF,Lost,Won,0,3,0,1,0,0,37,63,12,7,0,0,1,1,5,3,2.25,3.75,2.85,1.78,1.23,1.37,1.85,4,5,7,13,11,18,"[55.81619865, 12.353032590985052, 'Region Hovedstaden']",55.81619865,12.35303259,Region Hovedstaden,Farum
1426,19-20,Nov 03 2019,15,Mads-Kristoffer Kristoffersen,Aalborg Portland Park (Aalborg),6305,AaB,Midtjylland,Lost,Won,0,3,0,1,0,1,37,63,12,18,0,0,0,0,3,7,3.2,3.45,2.15,1.48,1.81,1.07,1.99,3,7,6,12,9,19,"[57.05203525, 9.898599342025985, 'Region Nordjylland']",57.05203525,9.898599342,Region Nordjylland,Aalborg
1427,19-20,Nov 03 2019,15,Peter KjÂaersgaard-Andersen,Telia Parken (Kobenhavn),11394,Kobenhavn,Sonderjyske,Won,Lost,3,0,3,0,1,0,49,51,11,17,0,0,1,5,4,6,1.43,4.6,6.75,1.48,1.41,1.33,1.29,4,2,7,9,11,11,"[55.70270425, 12.572263776860414, 'Region Hovedstaden']",55.70270425,12.57226378,Region Hovedstaden,Kobenhavn
1428,19-20,Nov 04 2019,15,Jakob Kehlet,JYSK park (Silkeborg),5432,Silkeborg,Brondby,Lost,Won,0,3,0,1,0,1,45,55,9,8,0,0,3,0,6,15,4.5,4.35,1.65,1.31,1.39,1.11,1.85,3,8,7,7,10,15,"[56.184187, 9.5751522579733, 'Region Midtjylland']",56.184187,9.575152258,Region Midtjylland,Silkeborg
1429,19-20,Nov 08 2019,16,Morten Krogh,Cepheus Park Randers (Randers),4156,Randers,AaB,Draw,Draw,1,1,3,3,2,1,64,36,13,3,0,0,1,0,4,7,3.15,3.45,2.2,1.4,1.59,1.95,1.74,8,5,10,11,18,16,"[56.46607165, 10.010154126188361, 'Region Midtjylland']",56.46607165,10.01015413,Region Midtjylland,Randers
1430,19-20,Nov 09 2019,16,Jakob A. Sundberg,CASA Arena Horsens (Horsens),1826,Horsens,Silkeborg,Won,Lost,3,0,2,1,1,1,64,36,10,9,0,0,1,2,5,5,1.87,3.7,3.85,1.28,1.13,2,1.76,7,8,10,7,17,15,"[55.87177805, 9.8575207272862, 'Region Midtjylland']",55.87177805,9.857520727,Region Midtjylland,Horsens
1431,19-20,Nov 10 2019,16,Mikkel Redder,DS Arena (Hobro),1733,Hobro,Nordsjaelland,Draw,Draw,1,1,2,2,1,1,56,44,8,7,0,0,3,3,4,8,3.6,3.7,1.95,1.26,1.69,1.15,1.72,3,6,7,8,10,14,"[56.633153750000005, 9.817017587976746, 'Region Nordjylland']",56.63315375,9.817017588,Region Nordjylland,Hobro
1432,19-20,Nov 10 2019,16,Benjamin Willaume-Jantzen,Ceres Park & Arena (Aarhus),6291,AGF,Sonderjyske,Won,Lost,3,0,4,2,2,0,59,41,12,11,0,0,0,3,7,7,1.95,3.55,3.7,1.8,1.4,2.27,2.07,9,7,11,10,20,17,"[56.1316074, 10.19619137741853, 'Region Midtjylland']",56.1316074,10.19619138,Region Midtjylland,Aarhus
1433,19-20,Nov 10 2019,16,Aydin Uslu,Lyngby Stadion (Lyngby),4046,Lyngby,OB,Won,Lost,3,0,4,3,2,1,60,40,12,12,0,0,2,1,4,7,3.65,3.75,1.91,1.48,1.52,1.35,1.8,5,5,6,11,11,16,"[55.7813228, 12.505714505112913, 'Region Hovedstaden']",55.7813228,12.50571451,Region Hovedstaden,Kongens Lyngby
1434,19-20,Nov 10 2019,16,Mads-Kristoffer Kristoffersen,Brondby Stadion (Brondby),12392,Brondby,Esbjerg,Won,Lost,3,0,2,1,2,0,41,59,7,10,0,0,2,1,3,8,1.69,3.75,4.75,1.64,1.3,1.52,1.61,5,5,7,9,12,14,"[55.6480283, 12.4154952, 'Region Hovedstaden']",55.6480283,12.4154952,Region Hovedstaden,Brondby Kommune
1435,19-20,Nov 10 2019,16,Jens Maae,MCH Arena (Herning),11422,Midtjylland,Kobenhavn,Won,Lost,3,0,4,1,2,0,53,47,19,15,0,0,2,1,6,2,2.05,3.3,3.65,1.66,1.57,2.08,0.99,7,4,13,3,20,7,"[56.1169164, 8.951716477487706, 'Region Midtjylland']",56.1169164,8.951716477,Region Midtjylland,Herning
1436,19-20,Nov 22 2019,17,JÂorgen Daugbjerg Burchardt,Right to Dream Park (Farum),1441,Nordsjaelland,Randers,Won,Lost,3,0,3,0,0,0,37,63,6,10,0,0,1,1,4,4,1.87,3.9,3.65,1.72,1.48,1.96,1.03,8,3,8,6,16,9,"[55.81619865, 12.353032590985052, 'Region Hovedstaden']",55.81619865,12.35303259,Region Hovedstaden,Farum
1437,19-20,Nov 24 2019,17,Anders Poulsen,Sydbank Park (Haderslev),3712,Sonderjyske,Lyngby,Draw,Draw,1,1,2,2,1,1,49,51,14,3,0,0,3,1,6,4,1.74,4,4.25,1.57,1.27,1.38,1.56,4,7,7,6,11,13,"[55.2613291, 9.487707200000001, 'Region Syddanmark']",55.2613291,9.4877072,Region Syddanmark,Haderslev
1438,19-20,Nov 24 2019,17,Michael Tykgaard,Aalborg Portland Park (Aalborg),4048,AaB,Horsens,Won,Lost,3,0,4,0,0,0,44,56,9,9,0,1,1,3,9,4,1.74,3.7,4.65,1.42,1.53,2.88,1.08,12,4,15,4,27,8,"[57.05203525, 9.898599342025985, 'Region Nordjylland']",57.05203525,9.898599342,Region Nordjylland,Aalborg
1439,19-20,Nov 24 2019,17,Aydin Uslu,JYSK park (Silkeborg),2876,Silkeborg,Esbjerg,Lost,Won,0,3,1,2,1,0,37,63,12,9,0,0,1,2,5,5,3.25,3.85,2,1.28,1.35,1.56,1.54,5,5,9,10,14,15,"[56.184187, 9.5751522579733, 'Region Midtjylland']",56.184187,9.575152258,Region Midtjylland,Silkeborg
1440,19-20,Nov 24 2019,17,Mads-Kristoffer Kristoffersen,Telia Parken (Kobenhavn),11512,Kobenhavn,Hobro,Won,Lost,3,0,2,1,0,1,31,69,3,14,0,0,1,1,6,6,1.26,5.6,10.75,1.46,1.14,1.75,1.26,5,7,8,2,13,9,"[55.70270425, 12.572263776860414, 'Region Hovedstaden']",55.70270425,12.57226378,Region Hovedstaden,Kobenhavn
1441,19-20,Nov 24 2019,17,Morten Krogh,Ceres Park & Arena (Aarhus),14043,AGF,Brondby,Won,Lost,3,0,2,1,1,0,62,38,12,13,0,0,0,5,3,3,2.25,3.45,3,1.86,1.46,1.27,1.21,5,4,5,5,10,9,"[56.1316074, 10.19619137741853, 'Region Midtjylland']",56.1316074,10.19619138,Region Midtjylland,Aarhus
1442,19-20,Nov 25 2019,17,Jakob Kehlet,Nature Energy Park (Odense),6392,OB,Midtjylland,Lost,Won,0,3,1,2,0,2,41,59,12,15,0,0,0,3,2,8,3.9,3.5,1.91,1.59,1.84,1.45,1.96,7,5,3,15,10,20,"[55.397745, 10.35022492586062, 'Region Syddanmark']",55.397745,10.35022493,Region Syddanmark,Odense
1443,19-20,Nov 29 2019,18,Benjamin Willaume-Jantzen,Lyngby Stadion (Lyngby),4419,Lyngby,Nordsjaelland,Draw,Draw,1,1,1,1,0,1,53,47,12,14,0,1,2,3,3,5,3.45,4,1.91,1.47,1.69,1.76,1.8,7,8,8,5,15,13,"[55.7813228, 12.505714505112913, 'Region Hovedstaden']",55.7813228,12.50571451,Region Hovedstaden,Kongens Lyngby
1444,19-20,Dec 01 2019,18,Jakob Kehlet,Telia Parken (Kobenhavn),29310,Kobenhavn,Brondby,Won,Lost,3,0,2,1,1,1,42,58,13,25,0,0,1,3,7,2,1.91,3.6,3.9,1.49,1.43,2.17,1.48,9,6,9,6,18,12,"[55.70270425, 12.572263776860414, 'Region Hovedstaden']",55.70270425,12.57226378,Region Hovedstaden,Kobenhavn
1445,19-20,Dec 01 2019,18,Mads-Kristoffer Kristoffersen,Cepheus Park Randers (Randers),2057,Randers,Sonderjyske,Won,Lost,3,0,3,0,1,0,51,49,13,13,0,0,1,2,9,3,2.25,3.55,3,1.47,1.48,1.88,1.09,7,3,8,6,15,9,"[56.46607165, 10.010154126188361, 'Region Midtjylland']",56.46607165,10.01015413,Region Midtjylland,Randers
1446,19-20,Dec 01 2019,18,Sandi Putros,CASA Arena Horsens (Horsens),1690,Horsens,OB,Won,Lost,3,0,2,1,0,1,46,54,14,7,0,0,3,1,5,8,3.35,3.3,2.15,1.37,1.55,1.49,1.3,3,4,10,8,13,12,"[55.87177805, 9.8575207272862, 'Region Midtjylland']",55.87177805,9.857520727,Region Midtjylland,Horsens
1447,19-20,Dec 01 2019,18,Jakob A. Sundberg,Blue Water Arena (Esbjerg),4608,Esbjerg,AGF,Lost,Won,0,3,1,2,0,1,41,59,12,11,0,0,0,2,10,7,3.3,3.45,2.1,1.27,1.31,1.56,1.93,5,8,7,8,12,16,"[55.48194305, 8.438397123328269, 'Region Syddanmark']",55.48194305,8.438397123,Region Syddanmark,Esbjerg
1448,19-20,Dec 01 2019,18,Peter KjÂaersgaard-Andersen,Aalborg Portland Park (Aalborg),4520,AaB,Hobro,Draw,Draw,1,1,1,1,1,1,35,65,7,16,0,0,1,4,7,3,1.44,4.4,6.7,1.6,1.15,2.38,0.62,5,3,17,2,22,5,"[57.05203525, 9.898599342025985, 'Region Nordjylland']",57.05203525,9.898599342,Region Nordjylland,Aalborg
1449,19-20,Dec 02 2019,18,Michael Tykgaard,MCH Arena (Herning),6612,Midtjylland,Silkeborg,Won,Lost,3,0,2,1,1,0,47,53,6,13,0,0,1,0,6,3,1.13,8.25,16.5,1.71,1.2,2.76,0.62,10,3,14,0,24,3,"[56.1169164, 8.951716477487706, 'Region Midtjylland']",56.1169164,8.951716477,Region Midtjylland,Herning
1450,19-20,Dec 06 2019,19,Jens Maae,DS Arena (Hobro),1356,Hobro,Horsens,Draw,Draw,1,1,0,0,0,0,49,51,16,13,0,0,1,2,3,8,2.55,3.15,2.8,1.25,1.48,1.34,1.43,4,4,7,8,11,12,"[56.633153750000005, 9.817017587976746, 'Region Nordjylland']",56.63315375,9.817017588,Region Nordjylland,Hobro
1451,19-20,Dec 08 2019,19,Jakob A. Sundberg,JYSK park (Silkeborg),1984,Silkeborg,Randers,Won,Lost,3,0,2,1,1,1,53,47,7,11,0,0,2,1,5,9,4.2,4.05,1.74,1.32,1.43,1.41,2.2,7,5,3,16,10,21,"[56.184187, 9.5751522579733, 'Region Midtjylland']",56.184187,9.575152258,Region Midtjylland,Silkeborg
1452,19-20,Dec 08 2019,19,Benjamin Willaume-Jantzen,Sydbank Park (Haderslev),3623,Sonderjyske,Esbjerg,Won,Lost,3,0,2,1,0,1,41,59,18,20,0,2,3,4,3,3,2.35,3.25,2.95,1.55,1.37,1.67,1.59,6,7,7,5,13,12,"[55.2613291, 9.487707200000001, 'Region Syddanmark']",55.2613291,9.4877072,Region Syddanmark,Haderslev
1453,19-20,Dec 08 2019,19,Jonas Hansen,Ceres Park & Arena (Aarhus),6138,AGF,Lyngby,Draw,Draw,1,1,1,1,1,1,49,51,11,13,0,0,2,1,5,3,1.5,4.3,6.05,1.79,1.31,1.92,1.23,6,5,12,5,18,10,"[56.1316074, 10.19619137741853, 'Region Midtjylland']",56.1316074,10.19619138,Region Midtjylland,Aarhus
1454,19-20,Dec 08 2019,19,Mads-Kristoffer Kristoffersen,Right to Dream Park (Farum),5133,Nordsjaelland,Kobenhavn,Lost,Won,0,3,0,1,0,1,52,48,14,8,0,0,1,2,4,0,2.9,3.75,2.2,1.75,1.51,0.99,1.1,0,4,10,6,10,10,"[55.81619865, 12.353032590985052, 'Region Hovedstaden']",55.81619865,12.35303259,Region Hovedstaden,Farum
